k_coh,k_ali,k_col,coverage_seed_27,coverage_seed_729,coverage_seed_4913,average
0.030643883614602907,0.08702204240474437,0.45505640145930304,26.814791666666665,29.630000000000003,29.122916666666665,28.522569444444443
0.34579000440839586,0.09310770622629602,0.28778925380546233,26.535416666666666,27.042500000000004,30.15125,27.909722222222225
0.36622533629093673,0.020457697423381372,0.37919944426972074,69.295625,70.49770833333334,69.3475,69.71361111111112
0.0841484684148896,0.06447786721824508,0.41369174160169014,42.49,35.8425,41.462500000000006,39.93166666666667
0.11072479581365624,0.02426765653541162,0.39252808318165955,64.88166666666667,66.32666666666667,67.21833333333333,66.14222222222223
0.04832977729447546,0.04903566327676648,0.0034578154226103663,70.54895833333333,73.41583333333334,65.10041666666667,69.68840277777777
0.15675599528880585,0.0967510062829904,0.08314374474385,26.48083333333333,26.560624999999998,27.804166666666667,26.94854166666666
0.39523050522310327,0.023277304255450205,0.09073177332749355,67.6325,69.62708333333333,67.35125,68.2036111111111
0.25502316067698555,0.08495498175404452,0.2353926317389441,28.162916666666664,27.005416666666665,28.35229166666667,27.840208333333333
0.12259781015573229,0.03547283363289381,0.3270561035016659,58.247083333333336,57.79395833333333,60.99854166666666,59.013194444444444
0.3066975559225785,0.0032238178188349845,0.4992482741648312,78.95895833333333,78.21312499999999,77.73791666666666,78.30333333333333
0.37453852487172634,0.021176852328717077,0.22147058317614327,70.05395833333333,69.97979166666667,67.93520833333334,69.3229861111111
0.1468980973150063,0.08667889759279115,0.44076151802835034,26.606875000000002,29.72416666666667,26.602291666666666,27.644444444444446
0.05729042624512232,0.0817912066875735,0.49512318574901615,28.457083333333333,28.486875,26.997916666666665,27.980625
0.4857919088988991,0.0476481571092097,0.4802259648176239,50.935624999999995,48.05895833333334,46.53666666666666,48.510416666666664
0.08133697229643244,0.009061991931134262,0.27749587926197583,76.12854166666668,75.85145833333333,76.30479166666667,76.09493055555556
0.07093007219984787,0.015779442790523648,0.4139831874224463,71.83145833333333,72.36979166666667,72.97749999999999,72.39291666666666
0.24257291812862009,0.002656057661825662,0.16854398366760537,78.266875,77.26875,78.56395833333333,78.03319444444445
0.028401141213407533,0.05274641966636241,0.16723938175166236,49.12375,49.09395833333333,43.749375,47.322361111111114
0.38288589217362434,0.03491607789889724,0.10244740777663636,60.42645833333333,58.78354166666667,55.972500000000004,58.39416666666667
0.2091666548431495,0.03707983966073244,0.026256118541742812,59.35166666666667,54.78833333333334,55.494375,56.54479166666667
0.2129845863537596,0.08586626351133153,0.27034389248043944,27.236250000000002,26.094791666666666,26.465625,26.59888888888889
0.2942696479795134,0.040378139007882945,0.12208161436620146,52.96354166666667,54.92958333333333,54.88520833333334,54.25944444444445
0.1684916070506952,0.0204045995489214,0.2574787940116232,68.47479166666666,67.27520833333334,69.69520833333334,68.48173611111112
0.11487171232436061,0.07987022041486275,0.42558166126432784,29.59625,27.20854166666667,29.262291666666666,28.68902777777778
0.4339095452247676,0.06709121786075328,0.47266630832507683,36.634791666666665,36.192083333333336,35.46125,36.09604166666667
0.3725994993835161,0.051116196091149584,0.03407416848348077,45.20291666666667,46.748958333333334,43.17604166666666,45.04263888888889
0.07748219177799692,0.09315197340725095,0.17735471021395066,27.559583333333332,26.712708333333335,27.771875,27.348055555555558
0.2278304273976906,0.05837625482560291,0.13539908949751822,37.57458333333334,41.312083333333334,41.49479166666667,40.12715277777778
0.0979282765277475,0.03345090959110064,0.30816209817057605,60.574375,60.23333333333334,58.70104166666666,59.83625000000001
0.2651990286428695,0.07848790956137333,0.24356048854969092,30.025833333333335,30.338124999999998,28.617708333333336,29.660555555555558
0.07314254349608212,0.08892388130724356,0.23722008058430555,26.082708333333333,27.426875,29.642083333333336,27.717222222222222
0.14325943952611098,0.08222700171520397,0.37514541030640464,29.828958333333333,27.6725,28.317708333333336,28.606388888888887
0.44053257493848735,0.08091605382458514,0.3786432030617755,29.3875,29.367916666666666,30.783541666666665,29.846319444444443
0.08500767390537495,0.061514836113455075,0.26059122612613805,39.26770833333333,40.209583333333335,36.966875,38.81472222222222
0.3812955408278735,0.07682663810774565,0.020996838144696495,39.124583333333334,31.416458333333335,27.55166666666667,32.69756944444445
0.11678477009799693,0.011481245548473818,0.4076570406124153,73.80479166666667,73.33354166666666,73.24666666666667,73.46166666666666
0.3749705406604307,0.03225655437494094,0.31612299409683037,59.83479166666667,59.1675,58.567083333333336,59.18979166666667
0.4501668852967052,0.043309098046852894,0.16756120871777241,49.52729166666667,51.350833333333334,51.46104166666666,50.779722222222226
0.43234363367556183,0.052382187402776864,0.4722156620510596,43.28270833333333,43.295,41.43333333333333,42.670347222222226
0.4459975101127602,0.02563614867156069,0.2243102418876058,67.77437499999999,65.47208333333333,65.315625,66.1873611111111
0.1197806780985789,0.04343992528840297,0.2396795267371169,53.30541666666667,50.242291666666674,49.77875,51.10881944444444
0.1779605266813496,0.00035544256980964974,0.13846455742418645,78.88187500000001,78.50270833333333,78.61083333333333,78.6651388888889
0.2831610830636502,0.009337003569870262,0.4219466812937315,75.719375,75.85062500000001,76.63624999999999,76.06875
0.4294375501920191,0.06410524908889886,0.4069409577445792,38.73083333333333,37.875416666666666,35.669583333333335,37.42527777777777
0.36371843612913113,0.07930462070609637,0.048126330637164316,28.553125,31.197708333333335,28.551666666666662,29.434166666666666
0.046969209489588326,0.05932250742676825,0.2591932362605287,43.205,36.95916666666667,41.037708333333335,40.400625
0.32267899310259185,0.009418822026930541,0.3104602956989574,76.41854166666666,76.41041666666666,74.36458333333333,75.73118055555555
0.2911093543421655,0.08417519240798603,0.22006456369518262,28.356458333333336,28.30708333333333,27.387708333333332,28.017083333333332
0.48346103211732777,0.04208251545501582,0.06394848070122044,52.64041666666667,51.71791666666666,54.60958333333333,52.98930555555555
0.1174363969929273,0.023828487428563996,0.24544092329739448,68.86541666666666,66.57020833333334,65.77187500000001,67.06916666666667
0.18684395524337605,0.03161617445387782,0.4574934592371324,61.90687499999999,62.53333333333333,61.30645833333334,61.91555555555556
0.3797484817571958,0.0848860154888577,0.29474148587617666,30.241875,27.04958333333333,28.29520833333333,28.528888888888886
0.04514376244347418,0.06352486413148987,0.42768552292442064,37.981458333333336,36.388958333333335,37.452083333333334,37.274166666666666
0.4789110614076784,0.021171006521447336,0.213602253606825,70.34270833333333,69.18104166666666,70.08708333333334,69.87027777777779
0.15177403932741074,0.022397889317000354,0.23634152255782326,68.93020833333333,67.49833333333333,68.66916666666667,68.36590277777778
0.1926521837836701,0.030432397515468824,0.1821959716336019,61.479375000000005,62.23770833333333,63.93145833333334,62.549513888888896
0.35745146791160937,0.09436593142906707,0.05630577322239577,27.3325,29.402916666666666,26.083125000000003,27.606180555555557
0.3398431473844015,0.07247100549079605,0.3835599607439253,34.54479166666667,31.777916666666666,32.67604166666666,32.999583333333334
0.3890088615343044,0.09998927443456601,0.0023360420283297656,60.55229166666667,68.43145833333332,61.54229166666667,63.50868055555555
0.029718844072264883,0.02715126295399256,0.4581235740433638,63.09645833333334,66.07604166666667,64.71208333333334,64.62819444444445
0.22339374668861006,0.06164004460429352,0.4140561221642068,37.46145833333333,37.03375,35.89958333333333,36.79826388888889
0.020170357734637656,0.09157492553763558,0.35191235037120905,26.42833333333333,28.837708333333335,26.458125,27.24138888888889
0.43651083424563286,0.030480008725480668,0.45096895671534726,63.111041666666665,63.846666666666664,65.50479166666666,64.15416666666665
0.2398719822717187,0.016240212221883734,0.43309062289502914,72.76979166666668,73.31833333333333,72.30458333333334,72.79756944444445
0.3887942282255296,0.0646680349875067,0.4224142998107354,36.199375,38.418124999999996,33.091875,35.903125
0.18024163987170155,0.050328477008459306,0.25898238997104417,48.538125,48.48229166666667,42.52458333333333,46.51500000000001
0.006533553968998407,0.05494285192935575,0.2677673378714964,28.55229166666667,27.515,26.657916666666665,27.57506944444445
0.4635385752079523,0.02563383559690643,0.297443970118954,65.78520833333333,66.53604166666666,65.84645833333333,66.05590277777777
0.08480592225821532,0.012594030730700857,0.14799814605410855,74.41666666666666,74.74708333333334,73.58583333333333,74.2498611111111
0.3914258547748242,0.02266945994796068,0.2961498883030946,69.26729166666667,66.23875,68.10916666666667,67.8717361111111
0.21772349165403465,0.032803845168536974,0.20989758357902966,62.173541666666665,59.90625000000001,60.129374999999996,60.73638888888888
0.45165894221656494,0.07838211153968824,0.4892301502415384,29.311458333333334,28.518749999999997,31.201875,29.67736111111111
0.4498034019481229,0.07086283767199505,0.019290051325394908,37.06479166666667,41.1725,43.40270833333334,40.54666666666667
0.33072790323468815,0.0506618295045029,0.18535733354257994,48.90895833333334,44.37625,46.466249999999995,46.58381944444445
0.3935050692778561,0.08884188237466452,0.20762711868743372,27.719166666666666,26.860208333333336,27.884375,27.487916666666667
0.2679011865583003,0.08971240611199476,0.03862041393504034,27.038125,26.717708333333334,26.554166666666667,26.77
0.4704229695536335,0.01461204765759423,0.23690162636834766,73.43770833333333,73.91645833333334,71.33520833333333,72.89645833333334
0.3357325777831201,0.05684788250249382,0.14761581675468277,42.185833333333335,43.853541666666665,43.927708333333335,43.322361111111114
0.4889590013916281,0.05698266859870163,0.2776715755169492,42.17854166666667,44.307291666666664,42.595,43.02694444444444
0.2610413850008112,0.000724902077933931,0.41284287734574965,79.37229166666665,79.68770833333333,79.15979166666666,79.40659722222222
0.15848529366845104,0.041499802437104216,0.1023080083749825,55.261875,50.75083333333333,50.756666666666675,52.25645833333334
0.24260716014783484,0.05359220813184325,0.40153449561983406,48.71791666666667,46.850625,42.37229166666667,45.98027777777778
0.268084791069323,0.05088444635126178,0.4881304773326875,46.454375,47.39416666666666,45.770833333333336,46.539791666666666
0.23272390869254223,0.0796027536469904,0.1242816840467903,29.080000000000002,29.52270833333333,31.004791666666666,29.86916666666667
0.019964576582446825,0.04111278140580748,0.1393667013527074,52.64604166666666,51.045208333333335,51.28625,51.659166666666664
0.00485039089271494,0.0416099705658506,0.0414758617069258,29.43104166666667,28.45416666666667,28.319166666666668,28.734791666666666
0.481309014541845,0.01793297579722727,0.03428042387971619,72.77520833333332,71.47979166666667,71.53375,71.92958333333333
0.2929193930542421,0.05051660781967378,0.3023829019620787,49.8675,46.0225,47.230624999999996,47.706875
