num_boids,k_coh,k_ali,k_col,coverage_seed_27,coverage_seed_729,coverage_seed_4913,average
50,0.3719760951041878,0.09537649214852195,0.06934847444307995,27.142083333333332,27.56895833333333,27.27791666666667,27.329652777777778
50,0.1765592552384997,0.09127144162716028,0.27558838030028515,31.08020833333333,30.544791666666665,29.303958333333334,30.309652777777774
50,0.3403966044337831,0.06347491432942054,0.38396422357798127,48.448125,50.24625,49.46041666666667,49.38493055555555
50,0.39799693599193586,0.02817212812408189,0.14544425163268654,72.03270833333333,71.66583333333332,71.91145833333333,71.86999999999999
50,0.3574578409905115,0.07278598472423778,0.12099094373127478,41.19958333333334,42.905,41.111041666666665,41.73854166666667
50,0.2642563018086538,0.02669752690588524,0.09548495232666587,72.46416666666666,72.10729166666667,72.57145833333334,72.38097222222223
50,0.4674325981528416,0.0270177234681391,0.09432173801295024,72.81083333333333,71.93625,72.066875,72.27131944444444
50,0.19073045449355513,0.03061446572956297,0.3853809644875104,70.03541666666668,70.18791666666667,71.27979166666667,70.50104166666667
50,0.31843437902137245,0.012836569950696819,0.4803561538426224,77.60604166666667,76.9125,78.35895833333333,77.62583333333333
50,0.3956451780170586,0.08393454811106739,0.38127372291125955,33.33979166666667,36.47645833333333,33.20625,34.340833333333336
50,0.251146573976052,0.012138592578993601,0.37730763427481245,78.874375,77.950625,78.16520833333334,78.33006944444445
50,0.10093410308770673,0.04847905449574113,0.21562031055260183,60.99645833333334,58.43145833333333,60.30041666666667,59.90944444444445
50,0.03881345172490014,0.06795850099502826,0.4387801412803974,45.44583333333333,45.553333333333335,42.619375,44.539513888888884
50,0.43459486102088635,0.06796706788956894,0.006853810440851649,80.685625,79.84625,79.04979166666666,79.86055555555555
50,0.05256619096140025,0.06483431568204982,0.21674765279873925,49.51645833333333,49.916041666666665,45.509791666666665,48.31409722222222
50,0.19670954959385567,0.0016865854563553496,0.0103962951387776,85.82229166666666,84.85770833333333,85.76541666666667,85.48180555555557
50,0.04646579788191074,0.07912280527304213,0.2290383416828109,40.94708333333333,33.85958333333333,35.31979166666667,36.708819444444444
50,0.0079938328482137,0.06815713792072776,0.06816314313399446,24.493333333333332,24.179583333333333,24.059166666666666,24.244027777777777
50,0.3550766897706125,0.07339951468123893,0.3645652902957014,41.14333333333333,42.69145833333333,38.602291666666666,40.81236111111111
50,0.4482609337696832,0.03184703351675372,0.32750266712379666,70.83520833333333,70.38499999999999,69.13520833333334,70.11847222222222
50,0.18182594498034382,0.02234132218769487,0.27950024254043304,73.640625,73.65520833333333,74.88958333333333,74.06180555555555
50,0.034323083154989165,0.04131185699591814,0.37186450603296134,66.41958333333334,65.07458333333334,63.84916666666667,65.11444444444444
50,0.14229058046167714,0.04310668301383577,0.16438943726426608,64.29,65.15041666666667,63.18812499999999,64.20951388888889
50,0.16204329547381058,0.0216108806416651,0.15363745237789905,74.05833333333334,74.15937500000001,73.53666666666666,73.918125
50,0.3424574901559453,0.035296602636011476,0.046626928365699705,67.91,68.19208333333333,67.78666666666666,67.96291666666666
50,0.4169874857050462,0.0006271999887932146,0.18067442438770098,81.06750000000001,80.330625,80.45395833333333,80.61736111111111
50,0.22412526021605333,0.010235173723776603,0.28765917300394567,78.90416666666667,77.85354166666667,78.231875,78.32986111111111
50,0.2628124134842681,0.08355249144696969,0.2920067411075576,37.61479166666667,35.715833333333336,35.239583333333336,36.19006944444445
50,0.3573249756189179,0.0592343407224247,0.3890976618757181,53.26499999999999,53.45729166666666,50.97770833333334,52.56666666666666
50,0.3377066122912493,0.021313374140933084,0.3937906481038948,74.62729166666666,74.14104166666667,74.05645833333332,74.27493055555556
50,0.14348030768892295,0.04932259513218723,0.4799065715761229,60.19645833333334,58.96854166666666,57.71270833333333,58.9592361111111
50,0.11934140207310134,0.020150664833803646,0.044818632183127705,74.33520833333334,75.19541666666667,74.265625,74.59875000000001
50,0.3783259954372822,0.09601359814783866,0.08020989320145466,26.560208333333335,27.7175,26.75854166666667,27.012083333333337
50,0.4311629670802725,0.06914864866534948,0.2766715781960062,40.65958333333333,47.71666666666667,41.140208333333334,43.172152777777775
50,0.11278336709114223,0.08156538812140492,0.2093899484825295,35.595625,33.61125,35.871874999999996,35.02625
50,0.25589884448451705,0.0901191682030123,0.48421985629939,33.175,28.763541666666665,30.783333333333335,30.907291666666666
50,0.19734324481503718,0.010516075762903632,0.07508903347793161,78.48979166666666,77.46875,78.16291666666667,78.04048611111112
50,0.33348848591338437,0.057803465251086456,0.06725577862296739,52.65229166666666,49.92791666666667,52.069583333333334,51.549930555555555
50,0.17090932788748286,0.059968296923051126,0.44838178280026686,52.48229166666667,53.34375,51.40833333333333,52.411458333333336
50,0.3892611484498191,0.090854594468146,0.4910668679613281,30.350208333333335,28.42604166666667,29.335,29.37041666666667
50,0.4780390700608285,0.05786495226753702,0.04428152509026373,52.666041666666665,55.02291666666667,53.817499999999995,53.835486111111116
50,0.13866437345372923,0.017530149665023375,0.05165911513654847,75.38812499999999,76.07541666666665,75.85875,75.77409722222221
50,0.28407258161558213,0.024705313252706196,0.34777184906687264,73.68520833333334,73.04125,73.75541666666666,73.49395833333334
50,0.03701649412099256,0.006049632231029944,0.11313829469676862,80.37729166666666,79.971875,79.44312500000001,79.93076388888889
50,0.3701078207977656,0.029723991346393242,0.07649200390027999,70.54520833333333,71.85625,71.09270833333333,71.16472222222222
50,0.01775344385923111,0.07417847478951656,0.04438597861885196,37.287083333333335,37.19770833333334,40.35333333333334,38.27937500000001
50,0.49495973032051616,0.05727436611652729,0.23514083129228674,51.651875000000004,52.599375,54.602916666666665,52.95138888888889
